Sail Date.,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028
25-Jan,4667591,6264908,2306041,0,6100000,23998032,0,10650631,0,6086744.42,24156610.39,10641942.05,6093265.53,0.0
26-Jan,5376747,6565602,10280431,7695663,1524801,16411300,43440630,1444888,0,1554620.38,16364484.86,1449050.51,1536980.72,0.0
27-Jan,7781848,4378475,8312937,47707472,7052950,8643528,0,1002140,6344321,7062841.88,8663956.63,996887.24,7070243.24,6328364.41
28-Jan,223055,7447470,0,7667552,13781684,11705253,20784989,0,8341393,13701902.71,11653359.37,0.0,13728846.94,8342338.45
29-Jan,3572309,0,110575,12255967,5843050,4917312,10323541,11311118,1470556,5852508.94,4912285.69,11293475.95,5840023.27,1444257.59
30-Jan,4970042,6941403,0,9035891,9350600,2500,0,2475587,544656,9322333.38,2797.0,2479110.1,9327847.93,527754.91
31-Jan,8525581,0,11024715,0,6314572,11467290,15445260,5328854,5309958,6357185.21,11482675.21,5313820.54,6334420.09,5319723.86
01-Feb,7150572,574202,6807539,0,2145574,0,5995560,8389685,0,2175907.32,0.0,8372351.12,2163965.96,0.0
02-Feb,0,13152221,4076356,4609705,147668,0,16037776,0,0,150579.94,0.0,0.0,152036.48,0.0
03-Feb,7399001,4087610,1590026,221058,0,24857635,0,0,2081747,0.0,24893528.84,0.0,0.0,2071129.92
04-Feb,2039703,8185501,0,8327349,22159471,0,6521899,0,8084425,22124709.02,0.0,0.0,22123891.48,8103265.95
05-Feb,1428131,2027852,14960480,17835988,9709455,17413857,0,2520092,4097507,9707587.61,17440845.56,2495813.66,9718019.38,4099268.33
06-Feb,13450972,0,630319,18492648,14728715,64183,25757680,0,0,14733443.88,63648.71,0.0,14748561.49,0.0
07-Feb,3921859,0,6129682,1600209,0,2800,53850,6562519,8875414,0.0,2831.0,6569284.52,0.0,8894111.0
08-Feb,45286395,8856781,2245169,0,1347316,0,10914709,52812774,2649405,1358647.77,0.0,50755604.58,1354969.97,2657633.14
09-Feb,0,14459479,8959318,79364,74801,0,0,3315298,1301508,77203.43,0.0,3307020.13,75123.99,1298697.4
10-Feb,7142179,47471103,6063530,65575,0,8318778,6265128,10941871,6735359,0.0,8319578.55,10929849.4,0.0,6717483.92
11-Feb,3651519,5952882,0,5218480,5531270,9475846,9393848,4727761,2052169,5528716.1,9516969.9,4715587.76,5535109.47,2057313.3
12-Feb,0,9024901,7431576,13363127,35323238,11585397,79923,5560334,46122474,35186964.03,11591138.33,5562140.54,35229368.72,45054658.63
13-Feb,16842890,0,41653,9050660,6733396,359346,8562608,0,4038958,6738701.78,355420.96,0.0,6746514.37,4035940.7
14-Feb,7887608,0,6837864,4600000,5543350,0,0,5837954,3627270,5541750.16,0.0,5835455.93,5536228.55,3631687.29
15-Feb,17840329,6258292,3808335,7150000,7850200,0,12222436,6730346,3444055,7869164.29,0.0,6701524.48,7858162.32,3452617.49
16-Feb,0,5781865,7282450,168970,10558785,81013,16465000,12281361,0,10601820.79,82550.68,12288327.42,10619799.78,0.0
17-Feb,4866029,0,4836131,4546385,0,49348221,8543446,4651007,3140029,0.0,47677035.29,4659235.93,0.0,3146613.13
18-Feb,20642546,7393509,0,7440339,3499910,9076401,7161890,11100420,7693102,3473412.78,9070444.25,11105450.33,3506348.4,7707402.52
19-Feb,873764,8222778,0,11140441,21932490,15367148,0,0,1780229,22002677.21,15235122.46,0.0,21973038.7,1770342.09
20-Feb,34778824,0,0,6700936,5696446,0,332975,5860599,2498874,5707266.25,0.0,5855406.15,5725455.41,2483431.19
21-Feb,2737342,0,7942342,0,0,5501000,445807,15675988,15682780,0.0,5509560.51,15555307.41,0.0,15638500.23
22-Feb,15992963,0,3897443,0,41451208,154914,6997696,4375396,4289568,39240965.77,157422.42,4368089.4,39522921.7,4273112.2
23-Feb,0,15248855,7582718,40712,7549950,0,8320491,11753246,13540360,7517511.17,0.0,11840780.38,7535591.12,13555743.55
24-Feb,7592251,2776979,5294004,12587202,0,940878,23166660,8347820,0,0.0,892098.65,8353529.77,0.0,0.0
25-Feb,2940443,7407849,3117536,1039742,6339908,25620201,293199,11076757,9024750,6348651.2,25375679.45,11072978.2,6345921.04,8992310.81
26-Feb,297000,7615486,0,3803479,11828580,0,0,5966153,8645446,11840335.78,0.0,5961211.09,11806255.84,8679425.63
27-Feb,8646710,0,56828,10647972,7435426,0,4611096,5264289,6636936,7419795.28,0.0,5275145.32,7419061.79,6658037.7
28-Feb,2492767,14000,3030900,7930662,5348498,12689294,7469730,0,6502486,5336983.94,12648586.75,0.0,5339475.77,6478712.35
01-Mar,10282049,5257480,2955041,0,1529988,0,6796000,6582468,8704759,1526786.31,0.0,6579456.4,1532748.81,8732601.28
02-Mar,25395000,1957603,2394100,0,0,2300706,4797730,0,0,0.0,2288731.38,0.0,0.0,793.44
03-Mar,5742029,4333609,5794189,1175273,0,15262834,17372654,3427473,4099346,0.0,15153094.47,3414512.83,0.0,4101217.84
04-Mar,3611676,0,77630,7350000,7769401,14310459,24732302,0,4633149,7786451.01,14293716.71,0.0,7779136.51,4620613.66
05-Mar,1321795,11858551,0,15057608,17849114,523866,0,40000000,7496866,17863874.24,509928.92,40714731.03,17841870.48,7488681.65
06-Mar,0,0,6955185,20456348,0,0,3358634,5662464,7849673,0.0,0.0,5641738.45,0.0,7874112.99
07-Mar,3415058,2873536,0,530420,0,5250223,9415841,4973216,4620295,0.0,5242120.08,4982604.78,0.0,4620362.89
08-Mar,11499962,17034032,4516087,5000120,1615278,6089145,0,11353240,1571100,1586135.71,6157215.79,11308409.82,1584993.95,1585962.34
09-Mar,0,8575718,2524055,126137,0,2063294,5775998,782060,5178187,0.0,2088989.56,785365.98,0.0,5178297.83
10-Mar,7632717,4835743,40927486,2940812,7885955,11238708,12909330,2213039,4994679,7878302.34,11238304.86,2193390.69,7874942.55,4967969.94
11-Mar,0,6557763,9217913,1875130,12030138,3108832,13310000,9682049,8413010,12062622.1,3114033.73,9717416.43,12041469.81,8395061.15
12-Mar,1641499,0,0,3166310,15768302,7220103,5688998,6949262,0,15824631.76,7239770.61,6956720.91,15825059.49,0.0
13-Mar,5298666,8054474,3190389,18350955,10253635,0,10072100,40164430,2953171,10317401.58,0.0,42018433.31,10327774.13,2947213.25
14-Mar,0,12714458,2152380,0,7342945,0,7260491,3734000,4244050,7355315.64,0.0,3737590.42,7345825.69,4237763.99
15-Mar,3431071,2026206,2170675,11948180,0,162962,3229763,0,23100457,0.0,163384.99,0.0,0.0,23341269.2
16-Mar,0,2151988,4140558,1083864,216540,25249987,6937640,10526000,4363,220887.88,25510719.21,10547908.86,227330.58,4156.39
17-Mar,7236120,4548828,4462759,0,0,18065610,189913,7657199,11893872,0.0,18105207.87,7638464.33,0.0,11917721.99
18-Mar,0,9480250,5219371,17452000,21839980,3088670,4026633,0,4227691,21930481.31,3105601.88,0.0,21834795.82,4226576.91
19-Mar,962042,34763,7875000,8217789,9503405,0,0,7552217,1827295,9524670.99,0.0,7550485.86,9530411.41,1775114.32
20-Mar,5963874,28797,23016,13907692,6406867,13791196,7296562,143585,2965151,6412976.05,13848912.71,167771.2,6411920.7,2959350.18
21-Mar,2200615,42692,6701726,1011336,0,0,42254,0,14207657,0.0,0.0,0.0,0.0,14209600.2
22-Mar,5183863,12778308,9077472,8610475,7003930,1282147,10579858,11471813,0,7010805.69,1266701.64,11415910.99,7023670.37,0.0
23-Mar,1775323,3467479,21005685,23288873,3087956,2342987,20815222,374844,8360520,3069328.3,2342796.69,381497.45,3080093.11,8355903.36
24-Mar,5782927,1519628,6102755,8762610,4869420,7875000,320574,4905000,10949304,4859804.54,7881834.24,4932301.07,4845756.54,10920576.2
25-Mar,0,4663239,0,3731712,0,30843834,10127980,0,12954844,0.0,31254920.63,0.0,0.0,12964054.84
26-Mar,2241319,0,6759812,11555269,13474414,10770418,7223521,14107000,0,13476002.69,10688415.13,14210772.82,13501984.8,0.0
27-Mar,5503275,0,0,8966609,14739111,0,0,15585873,5190870,14769884.36,0.0,15500689.18,14817741.24,5184829.88
28-Mar,4221623,2060943,17005141,1384933,13796417,0,722434,0,4165654,13750192.39,0.0,0.0,13769001.39,4178333.65
29-Mar,25600406,12674759,6311381,0,0,0,2915211,6596774,5500000,0.0,0.0,6586479.3,0.0,5492307.37
30-Mar,0,3293968,5349280,1887874,2194098,5648819,3509329,9799440,10500000,2184662.95,5672235.06,9814090.45,2205960.14,10513413.59
31-Mar,7857701,7338563,8852040,2903459,240669,8312918,0,2443644,6465311,247418.54,8333550.44,2416171.68,244477.61,6471082.19
01-Apr,0,8730867,0,6939189,11752133,168135,7962049,0,7478205,11822315.61,162045.5,0.0,11796684.92,7468635.74
02-Apr,10262781,117126,118295,10534258,16908286,7810350,9500000,14411680,5451420,16807964.23,7807865.14,14537721.07,16824618.04,5451381.5
03-Apr,10471229,0,10288653,16879954,5277327,0,0,2338547,776940,5305216.42,0.0,2352418.48,5306298.86,809783.91
04-Apr,4119118,0,6895760,8977110,313400,16827453,3924061,12772865,6189680,318429.13,16826305.67,12640337.32,320284.15,6176993.73
05-Apr,0,17922268,3450144,0,2365073,0,2673064,5965643,5115632,2325363.84,0.0,5949734.37,2298792.48,5133014.09
06-Apr,7123956,30877129,1481847,2226892,0,9667984,8282991,0,0,0.0,9673147.44,0.0,0.0,84.39
07-Apr,4569761,13357413,4384319,247336,78712,6443582,25125348,348118,13343185,81318.21,6427491.49,360674.79,77818.32,13345679.31
08-Apr,0,7558075,0,2174827,6197676,15197123,90954,24611997,10019857,6213294.98,15191593.64,25237153.95,6199512.8,9983878.73
09-Apr,2684223,4310771,3839870,3981984,13631216,0,7092592,9856182,3848620,13654989.22,0.0,9818412.93,13659660.07,3854934.56
10-Apr,9837553,0,3222667,21130363,12362749,5797413,0,12070252,22986936,12345199.82,5807072.0,12114026.21,12337465.43,23239055.77
11-Apr,3772721,0,12905610,0,0,0,0,0,5425095,0.0,0.0,0.0,0.0,5430838.08
12-Apr,40665,14796660,244591,446520,1534845,0,14856557,9527536,0,1540135.81,0.0,9520827.16,1532319.37,0.0
13-Apr,0,3893012,5899287,1128240,0,0,9374434,6030460,0,0.0,0.0,5989736.92,0.0,0.0
14-Apr,11800818,6601210,1562839,1144754,14454598,19177718,11537130,2808995,9016423,14480920.13,19283907.07,2808285.26,14486180.53,8987632.31
15-Apr,3833314,2143780,10340,12376860,13111348,8514827,1364828,0,6947340,13105168.75,8540115.91,0.0,13096645.98,6997311.08
16-Apr,4080285,7059950,7509354,11100834,10873680,8526188,4428302,3792692,10734891,10835078.68,8524521.85,3771622.73,10825012.23,10736588.27
17-Apr,3964133,0,8024630,8400451,2768885,0,0,0,7387005,2848062.63,0.0,0.0,2810344.54,7391417.39
18-Apr,3999263,6969255,7054838,1176575,6250810,270090,37991,915027,10404324,6234652.02,272983.08,906924.74,6226707.94,10472036.06
19-Apr,0,3857661,2102867,452266,17568872,0,9056320,15475606,0,17619882.3,0.0,15470594.1,17598172.69,264.48
20-Apr,0,6022618,7133422,1561,10867845,9975267,9610839,7590746,15278720,10834032.36,9938690.68,7587636.07,10847821.91,15308751.3
21-Apr,6198955,3970976,6734510,0,202952,2954908,13365861,6477836,5163834,231084.47,3074667.45,6479201.6,212891.96,5179321.34
22-Apr,6893904,2682217,541240,16892031,6995830,4753108,9988358,0,4541272,7001970.13,4775756.77,0.0,7012204.13,4534674.74
23-Apr,18570416,5654586,0,3140927,14555521,0,98720,0,0,14556807.07,0.0,0.0,14557725.8,264.48
24-Apr,11501394,0,585400,8422211,7776422,0,867157,924858,16404708,7773520.1,0.0,918823.54,7779430.53,16435348.78
25-Apr,1860,25000000,9100113,0,6043279,0,0,7423934,12599960,6052672.11,0.0,7413948.04,6054186.95,12627392.09
26-Apr,10751870,18619421,0,0,16055969,24412342,2009226,8862782,0,16040408.89,24388316.01,8850426.09,16039941.03,0.0
27-Apr,141987,3990259,6110488,19285698,0,2278409,8521784,0,8955000,0.0,2303097.85,0.0,0.0,8946703.74
28-Apr,8914017,2401330,11702575,6189235,0,138899,9872572,1789156,902878,0.0,145434.3,1766329.89,0.0,893195.8
29-Apr,1157,9428769,1001349,7416,12791069,8586458,0,4666734,5896617,12751340.93,8570866.5,4657607.41,12696013.44,5886450.17
30-Apr,3289106,2919108,3068096,14811099,9630003,0,104654,3770382,23014418,9611675.4,0.0,3756920.64,9615863.87,23033230.2
01-May,13118119,0,7726570,13212177,7845577,0,18641320,407584,2410560,7847901.44,0.0,398792.55,7854702.06,2429840.96
02-May,44467134,3104284,6949290,0,435142,758457,888606,21684966,19066865,451001.46,768275.62,23244186.45,461005.37,19481230.05
03-May,2634391,13286178,10458068,0,3000,0,2183933,19737332,7441024,3129.4,0.0,20514234.0,3029.0,7468690.24
04-May,9240000,6031815,29148655,2639036,1930543,0,43925,4052961,1329411,1912560.23,0.0,4066147.28,1915764.49,1329248.6
05-May,10308242,6212960,8028760,3800000,1494738,8690332,0,1295851,13750727,1508360.12,8702634.48,1314955.59,1519588.3,13717056.55
06-May,0,8167868,0,0,23756367,8385239,22512619,18054581,5809595,23572569.12,8378672.52,18238365.96,23641603.53,5814889.47
07-May,10239777,8496000,0,11873046,54800,0,0,808633,0,57100.46,0.0,806737.22,57207.74,0.0
08-May,9075373,44000000,0,13089081,20274156,0,18722271,0,2162453,20327597.99,0.0,0.0,20308804.59,2121013.43
09-May,4143796,996195,9542348,3017754,10228957,1803932,9175992,1608000,5272063,10301045.7,1942702.55,1634494.54,10351824.3,5272196.48
10-May,0,18639602,15000000,0,0,25369,26965400,6437660,3869043,0.0,30401.45,6437296.92,0.0,3871948.59
11-May,8852000,7887640,4120873,4265127,1283674,2362953,145800,0,0,1328004.08,2342896.2,0.0,1306196.44,0.0
12-May,8686239,3310694,7909923,4927010,104400,7323704,7631446,6544982,5904168,104865.75,7273790.91,6558637.6,105306.14,5927862.95
13-May,5473215,34331314,121076,274512,13126345,0,0,0,4132088,13109854.06,0.0,0.0,13104067.25,4127827.0
14-May,5168248,5690868,0,10597716,9012213,0,170261,7992657,9717608,9016030.79,0.0,7981982.83,9032661.42,9723780.75
15-May,8905529,173718,24487599,9146930,11436130,8103585,8700772,4353078,1683923,11530937.58,8102143.76,4349704.04,11544897.63,1668729.24
16-May,3277649,0,0,5522686,124917,511338,9550660,9964132,5444071,131433.74,495622.17,9902593.79,131876.08,5447804.4
17-May,48368743,30675001,191968,0,1426470,0,28796966,1420841,5268740,1430520.48,253.69,1430013.81,1410927.76,5271968.45
18-May,0,1051801,7725644,1687141,7900,1223076,6750458,0,3451168,5877.0,1222007.54,0.0,6245.0,3457790.61
19-May,10535966,1529763,9080367,1963591,0,10201664,0,0,9863718,0.0,10214236.3,0.0,0.0,9871885.03
20-May,5533506,3322265,0,345946,7345450,0,4111727,6913206,4973246,7365043.75,0.0,6967945.78,7357402.73,4965285.18
21-May,3997530,3437896,0,8729764,15520626,0,9785326,4224518,278021,15622989.71,0.0,4220377.8,15639172.1,306291.44
22-May,9642828,6361492,3105731,8331188,12089845,3154191,8998730,9311066,3599403,12093789.67,3143877.29,9319644.1,12090414.72,3615789.16
23-May,0,0,11168358,0,271430,10500160,0,6578720,15084154,265053.8,10501860.49,6575895.44,261506.2,15085984.44
24-May,0,10421961,1614018,43650000,7208427,0,10396496,38502,6269808,7171902.44,271.08,47053.27,7178898.13,6265567.54
25-May,4294628,11389176,11948175,0,0,6305244,6580190,45605697,5500000,0.0,6292769.79,43951372.68,0.0,5494305.02
26-May,14940363,4612617,8687210,1115964,0,33748327,129128,4259317,27590536,0.0,33697056.89,4241420.2,0.0,27560041.18
27-May,9577664,6782197,2407591,445570,13728214,4753740,0,10912212,0,13713795.25,4761013.19,10915892.09,13711793.26,0.0
28-May,8819290,9151825,30500512,1108214,9043688,490471,18001733,6293037,1308446,9039337.49,483393.59,6293547.01,9029481.28,1313281.24
29-May,8728816,0,0,12966417,7941210,11992880,6481268,5298106,4473577,7952924.63,12014113.67,5301229.43,7960701.27,4495837.73
30-May,7783716,2688470,7964971,16432829,0,0,9298616,10717883,22413910,0.0,0.0,10674783.9,0.0,22958112.74
31-May,2898061,28399379,0,0,2835081,19015580,0,5575095,2930696,2805919.77,19133487.17,5560814.72,2837372.89,2930675.52
01-Jun,198000,16078479,0,118046,0,95224,450568,0,0,0.0,91359.49,0.0,0.0,0.0
02-Jun,11096584,10641236,10747090,2981456,0,6823240,5333183,0,4188255,0.0,6855031.33,0.0,0.0,4178850.38
03-Jun,7309807,6672226,2603569,23020280,16436425,0,7035424,0,6687679,16388335.17,0.0,0.0,16422616.71,6676101.66
04-Jun,2110445,192784,802424,19916162,9298682,0,15740800,9308993,6007061,9309969.36,0.0,9326241.84,9306479.53,5980160.12
05-Jun,18020443,0,23314545,0,12475071,4074687,5528500,12402007,13391453,12435622.22,4057001.09,12300569.0,12448254.94,13338202.76
06-Jun,0,6152643,6918554,4216706,10713186,111600,47168373,1457137,0,10716270.23,104374.99,1469361.76,10713810.25,0.0
07-Jun,0,25690555,9464676,9379587,4297477,0,9971550,0,1402243,4283364.42,0.0,0.0,4243378.45,1395673.4
08-Jun,553118,2429170,1574903,300061,157640,3426293,13659587,17628078,4137234,158244.09,3404498.34,17927644.57,160917.19,4127435.45
09-Jun,14245835,4982262,13434213,52325570,0,19388177,6255835,0,0,0.0,19344798.72,770.04,0.0,0.0
10-Jun,13426069,192784,0,0,22968645,826650,1005081,10806497,7236289,23271828.98,798846.66,10821107.79,23415703.31,7244349.48
11-Jun,7406260,9763568,323296,2909269,0,6478288,6928590,2657799,13121432,0.0,6477485.49,2648127.53,0.0,13151971.78
12-Jun,5602509,3595721,6639675,8533102,15131602,0,4123226,9102690,9253810,15018042.24,0.0,9123520.14,15060207.99,9309770.99
13-Jun,35669453,0,7294299,912257,0,3723557,0,7179420,7399379,0.0,3777070.31,7158880.6,0.0,7386517.69
14-Jun,39835816,18943614,477582,0,12494691,12000000,3030995,7092354,134553,12483468.29,12013171.76,7088479.29,12493727.59,148091.69
15-Jun,0,3323966,3489711,0,30094980,7986203,7980367,6267605,4172609,31913440.58,7975142.81,6284692.79,32502233.54,4182927.39
16-Jun,8529178,0,1572724,737893,16055700,0,142315,221292,6749370,16009335.83,0.0,246835.61,16033984.45,6730168.04
17-Jun,2977007,4322187,8985419,0,5602230,283510,8718225,1792082,0,5569461.93,284520.2,1765372.38,5567460.0,0.0
18-Jun,1882639,11557305,8278180,1385965,13865039,882800,0,7346215,48813363,13825947.81,872299.45,7348814.53,13816462.63,46994148.68
19-Jun,14841647,15366,1227450,15358334,16607017,0,11767056,0,890493,16632585.09,0.0,0.0,16648109.59,889027.51
20-Jun,697049,19526204,2252749,14273456,3031498,6283050,11494277,2520531,9818706,3019693.47,6283914.13,2528319.05,3012040.52,9822185.15
21-Jun,0,10099444,7591851,7876000,1589217,14903190,4042780,3881650,3947611,1599860.45,14943984.64,3854424.02,1563644.7,3933966.3
22-Jun,0,6980196,8775432,0,0,7741857,9410220,794247,11945650,0.0,7770134.68,800466.91,0.0,11901784.34
23-Jun,8733473,327950,1803836,283987,55938,12651682,1190005,8039674,0,55727.11,12662871.44,8041265.19,55231.84,0.0
24-Jun,1515569,0,10068339,1160899,4720263,0,15385434,14720164,28582104,4736650.8,0.0,14696423.0,4734951.59,28562258.31
25-Jun,23838954,8350291,0,14365505,15000559,21722740,2019125,8189799,1349910,14923708.13,21709910.48,8188125.02,14972096.43,1345859.33
26-Jun,13696987,7323201,11616613,16396190,7108581,6295290,5420431,2369523,6657683,7087701.88,6293949.4,2364461.67,7101671.26,6665130.57
27-Jun,12981174,4724137,1295224,0,0,12229674,0,0,9881215,0.0,12286724.28,0.0,0.0,9874726.93
28-Jun,5306348,6411233,3007367,3046047,12155807,0,0,354900,1680074,12139874.87,0.0,368287.94,12142903.0,1667609.65
29-Jun,0,0,6373411,0,0,10218865,5809199,0,0,0.0,10212286.21,0.0,0.0,0.0
30-Jun,10940971,8560593,10957023,4526775,3579028,8214750,5193269,6234611,8412986,3541713.18,8218200.12,6250715.65,3564096.65,8386980.77
01-Jul,4116911,11452551,236911,0,0,6921794,16664381,9780919,5803691,0.0,6953773.48,9794349.07,0.0,5809116.92
02-Jul,7280735,99594,5316480,6070490,7509145,10580540,5691543,3446428,10856972,7508037.25,10599625.32,3450697.46,7499696.02,10856945.17
03-Jul,464455,0,6778694,21750113,19454290,7982816,0,8656507,0,19782408.53,7975517.55,8704038.78,19731019.79,264.48
04-Jul,28272332,8613660,5755504,11605737,5946336,0,6646139,0,7115818,5932691.16,0.0,0.0,5930758.53,7127363.14
05-Jul,5225000,10191290,0,0,1178930,236102,1485420,4719179,0,1190409.64,250957.24,4713518.23,1189824.53,0.0
06-Jul,0,0,2464195,213602,28800,8728000,8125918,3815433,5319177,26860.92,8721747.34,3785911.2,28020.52,5319789.9
07-Jul,9366868,1246697,42417242,0,22640,3401617,5127179,4040280,7283532,24332.82,3410294.77,4077744.76,24399.34,7281577.22
08-Jul,9279203,8923320,0,3525538,6442187,19614703,0,0,4809108,6420656.0,19437085.38,0.0,6417177.54,4830498.03
09-Jul,5630684,538600,5714500,21871830,14516942,6413505,11342555,21803227,7347730,14499866.2,6404476.44,22603494.49,14521035.7,7362715.47
10-Jul,10388950,44396456,8038071,18899997,8349413,8189980,12384010,4142947,2942276,8348451.77,8197779.53,4151994.04,8337511.38,2936282.19
11-Jul,3838504,0,8079387,5508744,558709,42942257,1563436,10993100,3561567,555665.66,43673375.12,11001902.23,531999.46,3601150.24
12-Jul,25200000,15902328,0,47498200,1369706,41000,0,8935409,5085491,1362277.84,38960.67,8943007.94,1380779.6,5087437.75
13-Jul,1302546,2227927,10124626,0,0,10567343,5679212,6926234,12599800,0.0,10537931.69,6956445.84,0.0,12642272.03
14-Jul,1508000,10404600,0,1657799,0,10177241,4618139,10460000,0,0.0,10181611.31,10486856.88,0.0,0.0
15-Jul,18717462,11083221,9789221,598519,16291110,7776972,2917720,6137302,14199346,16297556.03,7798875.48,6137878.2,16266917.02,14152646.41
16-Jul,4419092,3391312,4566865,22433866,18008191,7826244,0,0,6464120,17941740.99,7835046.93,0.0,17934027.82,6476654.45
17-Jul,0,1724936,11995832,22152896,10787608,0,290436,8307274,0,10755193.66,0.0,8297679.48,10802133.37,0.0
18-Jul,1944243,8310286,11900526,0,9057951,0,11971524,10591304,46750,9053972.41,0.0,10579656.4,9044970.46,44065.27
19-Jul,9291661,27061681,1330372,0,2204847,1179974,3795052,12020722,15492936,2188683.32,1201540.36,12117281.06,2193912.88,15520849.79
20-Jul,11574351,1484615,47567806,2899517,0,0,9207118,1136581,129589,0.0,0.0,1127653.14,0.0,127419.27
21-Jul,9058756,4142264,4442000,15000000,0,8904006,5166855,2625720,7295383,0.0,8928216.86,2629513.14,0.0,7301050.68
22-Jul,216275,11874228,10454651,161671,5354159,12019123,16063000,25484573,9475381,5350607.42,12016520.55,24767376.4,5341962.3,9459886.57
23-Jul,6855691,10992908,3288838,5212949,7501940,15009560,16078543,3087563,18673864,7502049.95,14968958.92,3096208.93,7498555.05,18972465.52
24-Jul,7275985,0,10766119,12171014,17995409,0,101116,805868,0,17929607.32,0.0,817129.1,17956466.08,264.48
25-Jul,0,4487456,9451009,28226649,14899411,9000,4860677,5023573,17530795,14876867.6,7137.0,5022981.45,14892904.91,17442629.96
26-Jul,0,7951784,0,0,0,23005400,0,646836,5467339,0.0,23583879.14,682465.49,0.0,5457754.3
27-Jul,1332827,5219410,10007625,23280,2915972,0,7614072,5499770,483013,2858666.21,0.0,5522219.45,2909370.01,469508.81
28-Jul,11929280,5529792,18557225,102930,4081640,16138219,13637281,0,12792440,4094179.33,16148921.33,0.0,4077224.58,12829963.73
29-Jul,5374720,3876442,277538,2679167,242744,7608742,8054351,7653291,4042786,247504.19,7681292.66,7641275.86,243727.34,4028920.74
30-Jul,21812366,0,3268276,4429270,9263669,2130148,0,5350362,0,9269419.2,2114731.58,5342815.85,9275522.56,793.44
31-Jul,3146000,0,11198639,56819045,24339132,12079053,108790,199088,6419261,24017387.54,12050036.01,215725.56,24060467.18,6417503.93
01-Aug,9061698,5157190,0,14984684,5787427,0,4777428,3871220,5315470,5800218.28,0.0,3843760.97,5795066.42,5321543.56
02-Aug,0,13020235,9468739,262167,0,4917460,17490,5437619,6291544,0.0,4906220.81,5453942.57,0.0,6281150.39
03-Aug,0,4919249,4963269,0,12304399,0,9265145,695390,7344040,12326970.86,0.0,709353.16,12332345.74,7355354.41
04-Aug,8862693,4174369,9692730,1540830,0,8762928,0,0,6731550,0.0,8752826.38,0.0,0.0,6729733.26
